HomeTeam,AwayTeam,Referee,BWH,BWD,BWA,Avg<2.5,Avg>2.5,Day_of_year,Day_of_week,Month,Year,Season
Everton,Tottenham,M Atkinson,2.8,3.4,2.5,2.11,1.74,70,Monday,11,2019,2019/2020
Norwich,Watford,A Marriner,2.7,3.5,2.6,2.21,1.69,223,Sunday,11,2019,2019/2020
Chelsea,Crystal Palace,M Dean,1.34,5.25,8.75,2.4,1.58,254,Wednesday,11,2019,2019/2020
Burnley,West Ham,K Friend,2.3,3.5,3.0,2.17,1.71,254,Wednesday,11,2019,2019/2020
Newcastle,Bournemouth,M Atkinson,2.7,3.1,2.8,1.77,2.07,254,Wednesday,11,2019,2019/2020
Southampton,Everton,P Tierney,2.9,3.4,2.45,1.89,1.94,254,Wednesday,11,2019,2019/2020
Tottenham,Sheffield United,G Scott,1.57,4.0,6.0,2.04,1.79,254,Wednesday,11,2019,2019/2020
Leicester,Arsenal,C Kavanagh,2.0,3.8,3.5,2.42,1.57,254,Wednesday,11,2019,2019/2020
Man United,Brighton,J Moss,1.6,3.8,6.0,1.82,2.02,284,Friday,11,2019,2019/2020
Wolves,Aston Villa,A Taylor,1.85,3.6,4.33,1.96,1.87,284,Friday,11,2019,2019/2020
Liverpool,Man City,M Oliver,2.65,3.6,2.55,2.3,1.63,284,Friday,11,2019,2019/2020
West Ham,Tottenham,M Oliver,4.33,4.0,1.75,2.47,1.55,327,Saturday,11,2019,2019/2020
Arsenal,Southampton,S Attwell,1.45,4.75,6.5,2.67,1.47,327,Saturday,11,2019,2019/2020
Bournemouth,Wolves,S Hooper,2.85,3.3,2.5,1.81,2.02,327,Saturday,11,2019,2019/2020
Brighton,Leicester,M Dean,3.7,3.6,2.0,1.93,1.89,327,Saturday,11,2019,2019/2020
Crystal Palace,Liverpool,K Friend,7.5,4.5,1.44,2.22,1.67,327,Saturday,11,2019,2019/2020
Everton,Norwich,A Taylor,1.4,5.0,7.25,2.45,1.55,327,Saturday,11,2019,2019/2020
Watford,Burnley,P Tierney,2.3,3.3,3.2,1.81,2.02,327,Saturday,11,2019,2019/2020
Man City,Chelsea,M Atkinson,1.45,5.0,6.25,2.92,1.4,327,Saturday,11,2019,2019/2020
Sheffield United,Man United,A Marriner,3.6,3.25,2.15,1.69,2.18,328,Sunday,11,2019,2019/2020
Aston Villa,Newcastle,L Mason,2.1,3.4,3.6,1.9,1.92,329,Monday,11,2019,2019/2020
Newcastle,Man City,C Kavanagh,15.0,7.25,1.18,2.79,1.44,334,Saturday,11,2019,2019/2020
Burnley,Crystal Palace,P Bankes,2.3,3.2,3.3,1.67,2.22,334,Saturday,11,2019,2019/2020
Chelsea,West Ham,J Moss,1.28,6.0,9.75,2.94,1.4,334,Saturday,11,2019,2019/2020
Liverpool,Brighton,M Atkinson,1.2,7.0,13.0,2.7,1.47,334,Saturday,11,2019,2019/2020
Tottenham,Bournemouth,L Mason,1.4,5.0,7.5,2.57,1.51,334,Saturday,11,2019,2019/2020
Southampton,Watford,M Oliver,2.1,3.5,3.5,1.91,1.91,334,Saturday,11,2019,2019/2020
Norwich,Arsenal,P Tierney,4.1,4.25,1.75,2.89,1.41,12,Saturday,12,2019,2019/2020
Wolves,Sheffield United,D Coote,1.9,3.4,4.33,1.63,2.3,12,Saturday,12,2019,2019/2020
Leicester,Everton,G Scott,1.6,4.25,5.25,2.02,1.81,12,Saturday,12,2019,2019/2020
Man United,Aston Villa,C Pawson,1.48,4.4,6.75,2.18,1.69,12,Saturday,12,2019,2019/2020
Crystal Palace,Bournemouth,A Taylor,2.2,3.3,3.4,1.8,2.03,71,Tuesday,12,2019,2019/2020
Burnley,Man City,J Moss,11.5,6.25,1.25,2.68,1.48,71,Tuesday,12,2019,2019/2020
Chelsea,Aston Villa,C Kavanagh,1.28,5.75,10.5,2.86,1.42,102,Friday,12,2019,2019/2020
Leicester,Watford,C Pawson,1.34,5.25,8.75,2.3,1.63,102,Friday,12,2019,2019/2020
Man United,Tottenham,P Tierney,2.65,3.5,2.6,2.03,1.8,102,Friday,12,2019,2019/2020
Southampton,Norwich,K Friend,1.75,4.0,4.33,2.37,1.59,102,Friday,12,2019,2019/2020
Wolves,West Ham,A Marriner,1.75,3.8,4.6,1.93,1.89,102,Friday,12,2019,2019/2020
Liverpool,Everton,M Dean,1.4,4.75,7.75,2.38,1.58,102,Friday,12,2019,2019/2020
Sheffield United,Newcastle,S Attwell,1.83,3.4,4.75,1.61,2.33,132,Sunday,12,2019,2019/2020
Arsenal,Brighton,G Scott,1.57,4.25,5.5,2.5,1.54,132,Sunday,12,2019,2019/2020
Everton,Chelsea,C Pawson,3.5,3.75,2.0,2.18,1.69,193,Friday,12,2019,2019/2020
Bournemouth,Liverpool,C Kavanagh,7.25,5.0,1.4,2.59,1.5,193,Friday,12,2019,2019/2020
Tottenham,Burnley,K Friend,1.42,4.75,7.5,2.35,1.59,193,Friday,12,2019,2019/2020
Watford,Crystal Palace,M Atkinson,2.3,3.3,3.2,1.78,2.05,193,Friday,12,2019,2019/2020
Man City,Man United,A Taylor,1.3,5.75,9.25,2.63,1.49,193,Friday,12,2019,2019/2020
Aston Villa,Leicester,M Oliver,4.5,3.9,1.75,2.31,1.62,224,Monday,12,2019,2019/2020
Newcastle,Southampton,D Coote,2.6,3.2,2.8,1.73,2.12,224,Monday,12,2019,2019/2020
Norwich,Sheffield United,S Hooper,2.85,3.5,2.4,1.99,1.84,224,Monday,12,2019,2019/2020
Brighton,Wolves,J Moss,2.7,3.1,2.8,1.63,2.29,224,Monday,12,2019,2019/2020
West Ham,Arsenal,M Dean,3.6,4.0,1.91,2.78,1.44,255,Thursday,12,2019,2019/2020
Liverpool,Watford,A Marriner,1.16,8.0,15.5,3.01,1.39,348,Saturday,12,2019,2019/2020
Burnley,Newcastle,T Robinson,1.91,3.6,4.0,1.74,2.11,348,Saturday,12,2019,2019/2020
Chelsea,Bournemouth,G Scott,1.26,6.25,10.0,2.94,1.4,348,Saturday,12,2019,2019/2020
Leicester,Norwich,A Madley,1.22,6.5,13.5,2.83,1.43,348,Saturday,12,2019,2019/2020
Sheffield United,Aston Villa,P Bankes,1.87,3.7,4.1,2.02,1.81,348,Saturday,12,2019,2019/2020
Southampton,West Ham,M Atkinson,1.91,3.8,3.8,2.33,1.61,348,Saturday,12,2019,2019/2020
Man United,Everton,M Oliver,1.75,3.75,4.75,2.03,1.8,349,Sunday,12,2019,2019/2020
Wolves,Tottenham,S Attwell,3.2,3.5,2.2,1.92,1.9,349,Sunday,12,2019,2019/2020
Arsenal,Man City,P Tierney,6.25,5.5,1.42,3.32,1.32,349,Sunday,12,2019,2019/2020
Crystal Palace,Brighton,C Pawson,2.5,3.25,2.9,1.69,2.18,350,Monday,12,2019,2019/2020
Everton,Arsenal,K Friend,2.3,3.75,2.85,2.4,1.57,355,Saturday,12,2019,2019/2020
Aston Villa,Southampton,C Pawson,2.35,3.6,2.85,2.31,1.62,355,Saturday,12,2019,2019/2020
Bournemouth,Burnley,M Atkinson,2.4,3.4,2.95,1.9,1.92,355,Saturday,12,2019,2019/2020
Brighton,Sheffield United,R Jones,2.2,3.3,3.4,1.73,2.11,355,Saturday,12,2019,2019/2020
Newcastle,Crystal Palace,S Hooper,2.45,3.1,3.1,1.56,2.44,355,Saturday,12,2019,2019/2020
Norwich,Wolves,P Bankes,3.75,3.7,1.95,2.04,1.79,355,Saturday,12,2019,2019/2020
Man City,Leicester,M Dean,1.36,5.5,7.5,2.86,1.42,355,Saturday,12,2019,2019/2020
Watford,Man United,L Mason,4.33,4.0,1.75,1.97,1.85,356,Sunday,12,2019,2019/2020
Tottenham,Chelsea,A Taylor,2.3,3.7,2.9,2.37,1.59,356,Sunday,12,2019,2019/2020
Tottenham,Brighton,G Scott,1.55,4.4,5.5,2.35,1.6,360,Thursday,12,2019,2019/2020
Aston Villa,Norwich,C Kavanagh,2.05,3.8,3.3,2.51,1.52,360,Thursday,12,2019,2019/2020
Bournemouth,Arsenal,S Attwell,3.5,3.9,1.95,2.43,1.55,360,Thursday,12,2019,2019/2020
Chelsea,Southampton,J Moss,1.35,5.25,8.25,2.62,1.49,360,Thursday,12,2019,2019/2020
Crystal Palace,West Ham,A Marriner,2.2,3.5,3.2,1.92,1.9,360,Thursday,12,2019,2019/2020
Everton,Burnley,A Taylor,1.67,3.8,5.25,1.89,1.93,360,Thursday,12,2019,2019/2020
Sheffield United,Watford,D Coote,1.85,3.5,4.5,1.74,2.11,360,Thursday,12,2019,2019/2020
Man United,Newcastle,K Friend,1.35,5.25,8.5,2.13,1.72,360,Thursday,12,2019,2019/2020
Leicester,Liverpool,M Oliver,3.4,3.7,2.05,2.27,1.64,360,Thursday,12,2019,2019/2020
Wolves,Man City,M Atkinson,7.5,5.0,1.4,2.41,1.56,361,Friday,12,2019,2019/2020
Brighton,Bournemouth,P Tierney,1.8,3.8,4.33,1.91,1.92,362,Saturday,12,2019,2019/2020
Newcastle,Everton,L Mason,3.4,3.4,2.15,1.77,2.06,362,Saturday,12,2019,2019/2020
Southampton,Crystal Palace,A Madley,1.95,3.6,3.9,1.78,2.04,362,Saturday,12,2019,2019/2020
Watford,Aston Villa,S Hooper,1.95,3.7,3.7,2.18,1.7,362,Saturday,12,2019,2019/2020
Norwich,Tottenham,K Friend,5.0,4.1,1.65,2.35,1.6,362,Saturday,12,2019,2019/2020
West Ham,Leicester,D Coote,3.9,3.8,1.87,2.32,1.61,362,Saturday,12,2019,2019/2020
Burnley,Man United,M Dean,4.33,3.6,1.85,1.87,1.95,362,Saturday,12,2019,2019/2020
Arsenal,Chelsea,C Pawson,2.85,3.75,2.3,2.48,1.53,363,Sunday,12,2019,2019/2020
Liverpool,Wolves,A Taylor,1.26,6.0,11.5,2.43,1.55,363,Sunday,12,2019,2019/2020
Man City,Sheffield United,C Kavanagh,1.18,7.5,15.0,3.0,1.38,363,Sunday,12,2019,2019/2020
Brighton,Chelsea,S Attwell,3.8,3.75,1.91,2.15,1.7,1,Wednesday,1,2020,2019/2020
Burnley,Aston Villa,M Oliver,1.78,3.9,4.4,1.94,1.87,1,Wednesday,1,2020,2019/2020
Newcastle,Leicester,M Atkinson,5.0,4.0,1.67,1.87,1.94,1,Wednesday,1,2020,2019/2020
Southampton,Tottenham,M Dean,3.4,3.6,2.1,2.23,1.66,1,Wednesday,1,2020,2019/2020
Watford,Wolves,A Madley,3.2,3.25,2.3,1.82,2.0,1,Wednesday,1,2020,2019/2020
Man City,Everton,A Marriner,1.26,6.25,10.5,3.09,1.37,1,Wednesday,1,2020,2019/2020
Norwich,Crystal Palace,J Moss,2.55,3.5,2.7,1.94,1.88,1,Wednesday,1,2020,2019/2020
West Ham,Bournemouth,G Scott,1.95,3.8,3.6,2.22,1.67,1,Wednesday,1,2020,2019/2020
Arsenal,Man United,C Kavanagh,2.6,3.6,2.6,2.26,1.64,1,Wednesday,1,2020,2019/2020
Liverpool,Sheffield United,P Tierney,1.22,6.5,13.0,2.47,1.54,32,Saturday,1,2020,2019/2020
Sheffield United,West Ham,M Oliver,2.0,3.4,4.0,1.8,2.03,275,Thursday,1,2020,2019/2020
Crystal Palace,Arsenal,P Tierney,4.0,3.8,1.85,2.03,1.8,306,Sunday,1,2020,2019/2020
Chelsea,Burnley,K Friend,1.3,5.5,10.0,2.24,1.66,306,Sunday,1,2020,2019/2020
Everton,Brighton,D Coote,1.87,3.6,4.2,2.0,1.83,306,Sunday,1,2020,2019/2020
Leicester,Southampton,L Mason,1.62,4.0,5.5,2.28,1.64,306,Sunday,1,2020,2019/2020
Man United,Norwich,A Taylor,1.36,5.0,8.5,2.39,1.58,306,Sunday,1,2020,2019/2020
Wolves,Newcastle,P Bankes,1.45,4.25,8.0,1.82,2.01,306,Sunday,1,2020,2019/2020
Tottenham,Liverpool,M Atkinson,4.5,4.33,1.67,2.3,1.62,306,Sunday,1,2020,2019/2020
Bournemouth,Watford,M Dean,2.45,3.4,2.85,1.93,1.89,336,Tuesday,1,2020,2019/2020
Aston Villa,Man City,J Moss,14.0,8.5,1.16,3.74,1.27,336,Tuesday,1,2020,2019/2020
Watford,Tottenham,M Oliver,3.1,3.6,2.2,2.02,1.81,18,Saturday,1,2020,2019/2020
Arsenal,Sheffield United,M Dean,1.8,3.7,4.5,1.83,1.99,18,Saturday,1,2020,2019/2020
Brighton,Aston Villa,A Madley,1.62,4.33,5.0,2.26,1.65,18,Saturday,1,2020,2019/2020
Man City,Crystal Palace,S Scott,1.11,9.75,23.0,3.53,1.29,18,Saturday,1,2020,2019/2020
Norwich,Bournemouth,P Tierney,2.2,3.5,3.2,2.04,1.79,18,Saturday,1,2020,2019/2020
Southampton,Wolves,D England,2.35,3.4,3.0,1.8,2.02,18,Saturday,1,2020,2019/2020
West Ham,Everton,A Marriner,2.95,3.5,2.35,1.97,1.84,18,Saturday,1,2020,2019/2020
Newcastle,Chelsea,C Kavanagh,6.0,4.6,1.5,2.2,1.68,18,Saturday,1,2020,2019/2020
Burnley,Leicester,A Taylor,4.33,3.7,1.83,1.96,1.85,19,Sunday,1,2020,2019/2020
Liverpool,Man United,C Pawson,1.4,5.25,7.0,2.23,1.66,19,Sunday,1,2020,2019/2020
Aston Villa,Watford,M Atkinson,2.9,3.5,2.45,1.93,1.89,21,Tuesday,1,2020,2019/2020
Bournemouth,Brighton,K Friend,2.9,3.4,2.5,1.85,1.98,21,Tuesday,1,2020,2019/2020
Crystal Palace,Southampton,A Marriner,2.75,3.3,2.7,1.68,2.21,21,Tuesday,1,2020,2019/2020
Everton,Newcastle,S Hooper,1.6,4.0,6.0,1.87,1.95,21,Tuesday,1,2020,2019/2020
Sheffield United,Man City,L Mason,7.25,4.75,1.44,2.36,1.6,21,Tuesday,1,2020,2019/2020
Chelsea,Arsenal,S Attwell,1.75,3.9,4.75,2.2,1.68,21,Tuesday,1,2020,2019/2020
Leicester,West Ham,D Coote,1.53,4.5,5.75,2.32,1.62,22,Wednesday,1,2020,2019/2020
Tottenham,Norwich,C Kavanagh,1.42,4.75,7.25,2.49,1.54,22,Wednesday,1,2020,2019/2020
Man United,Burnley,J Moss,1.4,4.75,7.75,2.02,1.81,22,Wednesday,1,2020,2019/2020
Wolves,Liverpool,M Oliver,5.5,4.0,1.62,2.02,1.8,23,Thursday,1,2020,2019/2020
West Ham,Liverpool,J Moss,8.25,5.5,1.34,2.44,1.56,29,Wednesday,1,2020,2019/2020
Leicester,Chelsea,L Mason,2.5,3.5,2.75,2.18,1.69,2,Thursday,2,2020,2019/2020
Bournemouth,Aston Villa,A Taylor,2.1,3.6,3.4,2.04,1.78,2,Thursday,2,2020,2019/2020
Crystal Palace,Sheffield United,A Madley,3.1,3.1,2.45,1.48,2.63,2,Thursday,2,2020,2019/2020
Liverpool,Southampton,K Friend,1.28,5.75,10.5,2.49,1.53,2,Thursday,2,2020,2019/2020
Newcastle,Norwich,M Atkinson,2.25,3.4,3.2,1.83,1.99,2,Thursday,2,2020,2019/2020
Watford,Everton,C Pawson,2.75,3.3,2.6,1.81,2.01,2,Thursday,2,2020,2019/2020
West Ham,Brighton,M Oliver,2.5,3.4,2.8,1.9,1.92,2,Thursday,2,2020,2019/2020
Man United,Wolves,P Tierney,2.2,3.1,3.6,1.69,2.18,2,Thursday,2,2020,2019/2020
Burnley,Arsenal,C Kavanagh,3.8,3.4,2.05,1.91,1.9,33,Sunday,2,2020,2019/2020
Tottenham,Man City,M Dean,5.75,4.5,1.53,2.61,1.49,33,Sunday,2,2020,2019/2020
Everton,Crystal Palace,D Coote,1.62,3.7,6.0,1.75,2.09,215,Sunday,2,2020,2019/2020
Brighton,Watford,K Friend,2.15,3.3,3.5,1.85,1.97,215,Sunday,2,2020,2019/2020
Sheffield United,Bournemouth,J Moss,1.67,3.6,5.75,1.63,2.28,246,Wednesday,2,2020,2019/2020
Wolves,Leicester,M Dean,2.55,3.3,2.9,1.8,2.03,45,Friday,2,2020,2019/2020
Southampton,Burnley,S Hooper,1.78,3.7,4.6,1.86,1.96,46,Saturday,2,2020,2019/2020
Norwich,Liverpool,S Attwell,9.75,6.0,1.28,2.56,1.51,46,Saturday,2,2020,2019/2020
Aston Villa,Tottenham,M Atkinson,4.0,3.8,1.85,2.18,1.69,47,Sunday,2,2020,2019/2020
Arsenal,Newcastle,L Mason,1.4,4.75,8.0,2.13,1.72,47,Sunday,2,2020,2019/2020
Chelsea,Man United,A Taylor,1.87,3.5,4.33,1.93,1.89,48,Monday,2,2020,2019/2020
Man City,West Ham,K Friend,1.13,9.0,18.0,4.04,1.23,50,Wednesday,2,2020,2019/2020
Chelsea,Tottenham,M Oliver,1.72,4.0,4.6,2.02,1.81,53,Saturday,2,2020,2019/2020
Burnley,Bournemouth,M Dean,2.15,3.25,3.6,1.66,2.23,53,Saturday,2,2020,2019/2020
Crystal Palace,Newcastle,P Bankes,1.91,3.3,4.4,1.53,2.51,53,Saturday,2,2020,2019/2020
Sheffield United,Brighton,G Scott,1.91,3.4,4.25,1.66,2.23,53,Saturday,2,2020,2019/2020
Southampton,Aston Villa,C Pawson,1.62,4.1,5.25,2.37,1.59,53,Saturday,2,2020,2019/2020
Leicester,Man City,P Tierney,4.5,4.2,1.7,2.47,1.54,53,Saturday,2,2020,2019/2020
Man United,Watford,M Atkinson,1.57,4.0,6.0,1.91,1.91,54,Sunday,2,2020,2019/2020
Wolves,Norwich,C Kavanagh,1.53,4.33,6.0,1.95,1.87,54,Sunday,2,2020,2019/2020
Arsenal,Everton,S Attwell,2.0,3.6,3.7,2.11,1.73,54,Sunday,2,2020,2019/2020
Liverpool,West Ham,J Moss,1.17,7.5,16.0,3.03,1.38,55,Monday,2,2020,2019/2020
Norwich,Leicester,C Pawson,4.6,4.1,1.72,2.13,1.72,59,Friday,2,2020,2019/2020
Brighton,Crystal Palace,M Atkinson,2.05,3.2,4.0,1.62,2.31,60,Saturday,2,2020,2019/2020
Bournemouth,Chelsea,A Marriner,4.75,3.9,1.72,2.03,1.8,60,Saturday,2,2020,2019/2020
Newcastle,Burnley,A Madley,2.55,3.1,3.0,1.6,2.34,60,Saturday,2,2020,2019/2020
West Ham,Southampton,A Taylor,2.65,3.6,2.55,2.07,1.75,60,Saturday,2,2020,2019/2020
Watford,Liverpool,M Oliver,7.5,5.0,1.4,2.26,1.64,60,Saturday,2,2020,2019/2020
Everton,Man United,C Kavanagh,2.5,3.4,2.8,1.83,1.98,3,Friday,3,2020,2019/2020
Tottenham,Wolves,S Attwell,2.35,3.25,3.2,1.66,2.22,3,Friday,3,2020,2019/2020
Liverpool,Bournemouth,P Tierney,1.25,6.0,12.5,2.68,1.47,185,Friday,3,2020,2019/2020
Arsenal,West Ham,M Atkinson,1.53,4.33,6.0,2.35,1.6,185,Friday,3,2020,2019/2020
Crystal Palace,Watford,A Taylor,2.6,3.2,2.85,1.63,2.28,185,Friday,3,2020,2019/2020
Sheffield United,Norwich,S Hooper,1.65,3.7,5.75,1.77,2.06,185,Friday,3,2020,2019/2020
Southampton,Newcastle,G Scott,1.65,3.9,5.25,2.01,1.81,185,Friday,3,2020,2019/2020
Wolves,Brighton,A Marriner,1.65,3.9,5.25,1.82,1.99,185,Friday,3,2020,2019/2020
Burnley,Tottenham,J Moss,2.7,3.25,2.7,1.77,2.06,185,Friday,3,2020,2019/2020
Chelsea,Everton,K Friend,1.83,3.6,4.4,2.14,1.71,216,Monday,3,2020,2019/2020
Man United,Man City,M Dean,5.0,4.25,1.62,2.22,1.66,216,Monday,3,2020,2019/2020
Leicester,Aston Villa,M Oliver,1.36,5.0,8.5,2.48,1.52,247,Thursday,3,2020,2019/2020
Aston Villa,Sheffield United,M Oliver,3.2,3.4,2.2,1.76,2.08,169,Wednesday,6,2020,2019/2020
Man City,Arsenal,A Taylor,1.34,5.25,8.25,3.04,1.38,169,Wednesday,6,2020,2019/2020
Norwich,Southampton,K Friend,3.2,3.5,2.2,1.91,1.92,171,Friday,6,2020,2019/2020
Tottenham,Man United,J Moss,2.95,3.4,2.4,1.89,1.94,171,Friday,6,2020,2019/2020
Watford,Leicester,C Pawson,3.3,3.6,2.15,1.92,1.91,172,Saturday,6,2020,2019/2020
Brighton,Arsenal,M Atkinson,3.4,3.4,2.15,1.89,1.93,172,Saturday,6,2020,2019/2020
West Ham,Wolves,A Taylor,3.6,3.4,2.1,1.78,2.06,172,Saturday,6,2020,2019/2020
Bournemouth,Crystal Palace,S Attwell,2.45,3.3,2.95,1.73,2.12,172,Saturday,6,2020,2019/2020
Newcastle,Sheffield United,D Coote,3.3,3.2,2.3,1.55,2.46,173,Sunday,6,2020,2019/2020
Aston Villa,Chelsea,P Tierney,5.75,4.1,1.57,2.38,1.59,173,Sunday,6,2020,2019/2020
Everton,Liverpool,M Dean,5.5,4.25,1.57,2.23,1.66,173,Sunday,6,2020,2019/2020
Man City,Burnley,A Marriner,1.15,9.0,15.0,3.35,1.32,174,Monday,6,2020,2019/2020
Leicester,Brighton,L Mason,1.65,3.9,5.25,1.88,1.95,175,Tuesday,6,2020,2019/2020
Tottenham,West Ham,C Pawson,1.65,4.1,5.0,2.05,1.79,175,Tuesday,6,2020,2019/2020
Man United,Sheffield United,A Taylor,1.42,4.5,8.0,1.83,2.0,176,Wednesday,6,2020,2019/2020
Newcastle,Aston Villa,C Kavanagh,2.3,3.3,3.25,1.76,2.09,176,Wednesday,6,2020,2019/2020
Norwich,Everton,A Madley,3.75,3.7,1.95,2.01,1.82,176,Wednesday,6,2020,2019/2020
Wolves,Bournemouth,M Oliver,1.57,4.1,6.0,1.77,2.07,176,Wednesday,6,2020,2019/2020
Liverpool,Crystal Palace,M Atkinson,1.22,6.25,14.0,2.19,1.69,176,Wednesday,6,2020,2019/2020
Burnley,Watford,M Dean,2.95,3.2,2.5,1.7,2.18,177,Thursday,6,2020,2019/2020
Southampton,Arsenal,G Scott,2.65,3.4,2.65,2.03,1.8,177,Thursday,6,2020,2019/2020
Chelsea,Man City,S Attwell,4.1,4.0,1.8,2.29,1.63,177,Thursday,6,2020,2019/2020
Aston Villa,Wolves,C Pawson,4.75,3.6,1.78,1.76,2.08,179,Saturday,6,2020,2019/2020
Watford,Southampton,M Oliver,2.5,3.3,2.9,1.83,2.0,180,Sunday,6,2020,2019/2020
Crystal Palace,Burnley,S Hooper,2.25,3.2,3.4,1.57,2.42,181,Monday,6,2020,2019/2020
Brighton,Man United,A Marriner,6.0,3.8,1.62,1.76,2.1,182,Tuesday,6,2020,2019/2020
Arsenal,Norwich,P Bankes,1.45,4.75,6.5,2.18,1.7,7,Tuesday,7,2020,2019/2020
Bournemouth,Newcastle,K Friend,2.3,3.25,3.2,1.59,2.38,7,Tuesday,7,2020,2019/2020
Everton,Leicester,D Coote,2.5,3.3,2.85,1.76,2.08,7,Tuesday,7,2020,2019/2020
West Ham,Chelsea,M Atkinson,5.25,4.2,1.62,2.14,1.72,7,Tuesday,7,2020,2019/2020
Sheffield United,Tottenham,C Kavanagh,4.2,3.4,1.95,1.71,2.15,38,Friday,7,2020,2019/2020
Man City,Liverpool,A Taylor,2.05,3.8,3.3,2.42,1.57,38,Friday,7,2020,2019/2020
Norwich,Brighton,S Attwell,3.3,3.3,2.25,1.77,2.08,98,Tuesday,7,2020,2019/2020
Leicester,Crystal Palace,J Moss,1.65,3.6,6.0,1.69,2.21,98,Tuesday,7,2020,2019/2020
Man United,Bournemouth,M Dean,1.17,7.0,18.0,2.54,1.53,98,Tuesday,7,2020,2019/2020
Wolves,Arsenal,M Oliver,2.25,3.25,3.4,1.75,2.1,98,Tuesday,7,2020,2019/2020
Chelsea,Watford,K Friend,1.42,4.5,8.0,2.13,1.73,98,Tuesday,7,2020,2019/2020
Burnley,Sheffield United,P Bankes,2.9,2.95,2.75,1.49,2.65,128,Thursday,7,2020,2019/2020
Newcastle,West Ham,C Pawson,2.65,3.25,2.75,1.82,2.0,128,Thursday,7,2020,2019/2020
Liverpool,Aston Villa,P Tierney,1.34,5.5,8.25,2.62,1.49,128,Thursday,7,2020,2019/2020
Southampton,Man City,A Marriner,8.5,5.5,1.33,2.47,1.54,128,Thursday,7,2020,2019/2020
Tottenham,Everton,G Scott,2.05,3.6,3.5,1.97,1.86,159,Sunday,7,2020,2019/2020
Crystal Palace,Chelsea,D Coote,8.0,4.5,1.42,2.0,1.83,189,Tuesday,7,2020,2019/2020
Watford,Norwich,A Taylor,1.72,3.7,5.0,1.8,2.05,189,Tuesday,7,2020,2019/2020
Arsenal,Leicester,C Kavanagh,2.3,3.4,3.1,1.95,1.88,189,Tuesday,7,2020,2019/2020
Man City,Newcastle,A Madley,1.12,9.25,21.0,3.01,1.39,220,Friday,7,2020,2019/2020
Sheffield United,Wolves,M Atkinson,3.9,3.0,2.15,1.47,2.69,220,Friday,7,2020,2019/2020
West Ham,Burnley,M Oliver,2.0,3.4,3.9,1.78,2.06,220,Friday,7,2020,2019/2020
Brighton,Liverpool,C Pawson,5.75,4.33,1.55,2.12,1.73,220,Friday,7,2020,2019/2020
Bournemouth,Tottenham,P Tierney,5.0,4.1,1.65,2.12,1.73,251,Monday,7,2020,2019/2020
Everton,Southampton,L Mason,2.0,3.5,3.75,1.9,1.92,251,Monday,7,2020,2019/2020
Aston Villa,Man United,J Moss,9.25,5.25,1.33,2.25,1.65,251,Monday,7,2020,2019/2020
Norwich,West Ham,K Friend,3.8,3.6,1.95,2.01,1.83,312,Saturday,7,2020,2019/2020
Watford,Newcastle,C Pawson,1.83,3.6,4.5,1.78,2.06,312,Saturday,7,2020,2019/2020
Liverpool,Burnley,D Coote,1.25,6.0,11.5,2.54,1.52,312,Saturday,7,2020,2019/2020
Sheffield United,Chelsea,A Marriner,6.0,3.75,1.62,1.85,1.98,312,Saturday,7,2020,2019/2020
Brighton,Man City,G Scott,10.0,5.5,1.3,2.55,1.52,312,Saturday,7,2020,2019/2020
Wolves,Everton,A Taylor,2.05,3.4,3.8,1.55,2.49,342,Monday,7,2020,2019/2020
Aston Villa,Crystal Palace,M Atkinson,2.25,3.3,3.3,1.82,2.01,342,Monday,7,2020,2019/2020
Tottenham,Arsenal,M Oliver,2.65,3.4,2.65,2.08,1.77,342,Monday,7,2020,2019/2020
Bournemouth,Leicester,S Attwell,5.0,4.0,1.67,1.92,1.89,342,Monday,7,2020,2019/2020
Man United,Southampton,C Kavanagh,1.28,6.0,10.0,2.33,1.61,195,Monday,7,2020,2019/2020
Chelsea,Norwich,J Moss,1.13,8.75,18.5,3.17,1.36,196,Tuesday,7,2020,2019/2020
Burnley,Wolves,M Dean,4.5,3.3,1.9,1.53,2.52,197,Wednesday,7,2020,2019/2020
Man City,Bournemouth,L Mason,1.16,8.0,15.5,3.65,1.29,197,Wednesday,7,2020,2019/2020
Newcastle,Tottenham,D Coote,4.4,3.7,1.8,1.95,1.87,197,Wednesday,7,2020,2019/2020
Arsenal,Liverpool,P Tierney,3.8,4.0,1.85,2.41,1.58,197,Wednesday,7,2020,2019/2020
Everton,Aston Villa,A Taylor,1.95,3.6,3.8,1.95,1.87,198,Thursday,7,2020,2019/2020
Leicester,Sheffield United,M Oliver,1.95,3.4,4.1,1.72,2.14,198,Thursday,7,2020,2019/2020
Crystal Palace,Man United,G Scott,9.25,4.75,1.36,2.08,1.77,198,Thursday,7,2020,2019/2020
Southampton,Brighton,A Marriner,2.2,3.25,3.5,1.73,2.13,198,Thursday,7,2020,2019/2020
West Ham,Watford,M Atkinson,2.35,3.1,3.3,1.8,2.03,199,Friday,7,2020,2019/2020
Norwich,Burnley,K Friend,3.4,3.3,2.2,1.78,2.05,200,Saturday,7,2020,2019/2020
Bournemouth,Southampton,C Pawson,2.3,3.7,2.9,2.16,1.71,201,Sunday,7,2020,2019/2020
Tottenham,Leicester,A Taylor,2.35,3.3,3.1,1.87,1.95,201,Sunday,7,2020,2019/2020
