HomeTeam,AwayTeam,Referee,BWH,BWD,BWA,Avg<2.5,Avg>2.5,Day_of_year,Day_of_week,Month,Year,Season
Liverpool,Swansea,A Taylor,1.45,4.4,7.5,2.01,1.79,333,Sunday,11,2015,2015/2016
Norwich,Arsenal,J Moss,5.25,4.1,1.62,2.25,1.63,333,Sunday,11,2015,2015/2016
Tottenham,Chelsea,M Oliver,2.6,3.1,2.9,1.92,1.88,333,Sunday,11,2015,2015/2016
West Ham,West Brom,M Atkinson,2.05,3.25,3.6,1.69,2.16,333,Sunday,11,2015,2015/2016
Arsenal,Sunderland,R Madley,1.26,6.25,10.5,2.3,1.6,132,Tuesday,12,2015,2015/2016
Chelsea,Bournemouth,M Jones,1.38,5.0,8.0,2.24,1.64,132,Tuesday,12,2015,2015/2016
Man United,West Ham,M Clattenburg,1.44,4.33,8.0,1.83,1.97,132,Tuesday,12,2015,2015/2016
Southampton,Aston Villa,A Taylor,1.5,4.25,6.0,1.87,1.93,132,Tuesday,12,2015,2015/2016
Stoke,Man City,M Atkinson,5.0,3.7,1.72,2.01,1.79,132,Tuesday,12,2015,2015/2016
Swansea,Leicester,M Oliver,2.75,3.25,2.65,1.98,1.81,132,Tuesday,12,2015,2015/2016
Watford,Norwich,M Dean,2.15,3.2,3.4,1.8,1.99,132,Tuesday,12,2015,2015/2016
West Brom,Tottenham,J Moss,3.9,3.4,1.91,1.69,2.15,132,Tuesday,12,2015,2015/2016
Newcastle,Liverpool,A Marriner,5.5,4.0,1.62,2.08,1.73,163,Friday,12,2015,2015/2016
Everton,Crystal Palace,C Pawson,2.1,3.3,3.4,2.02,1.78,193,Sunday,12,2015,2015/2016
Bournemouth,Man United,A Taylor,3.2,3.3,2.3,1.69,2.14,346,Saturday,12,2015,2015/2016
Crystal Palace,Southampton,M Dean,2.6,3.25,2.65,1.72,2.11,346,Saturday,12,2015,2015/2016
Man City,Swansea,R Madley,1.3,5.25,11.0,2.46,1.53,346,Saturday,12,2015,2015/2016
Norwich,Everton,M Atkinson,2.8,3.3,2.55,1.96,1.83,346,Saturday,12,2015,2015/2016
Sunderland,Watford,G Scott,2.9,3.1,2.65,1.69,2.13,346,Saturday,12,2015,2015/2016
West Ham,Stoke,A Marriner,2.65,3.1,2.9,1.67,2.18,346,Saturday,12,2015,2015/2016
Aston Villa,Arsenal,K Friend,6.5,3.9,1.57,1.93,1.87,347,Sunday,12,2015,2015/2016
Liverpool,West Brom,C Pawson,1.4,4.5,8.5,1.78,2.02,347,Sunday,12,2015,2015/2016
Tottenham,Newcastle,R East,1.36,5.5,9.0,2.35,1.57,347,Sunday,12,2015,2015/2016
Leicester,Chelsea,M Clattenburg,3.0,3.3,2.4,1.89,1.9,348,Monday,12,2015,2015/2016
Chelsea,Sunderland,R East,1.33,5.25,10.0,2.05,1.76,353,Saturday,12,2015,2015/2016
Everton,Leicester,J Moss,2.1,3.4,3.3,2.27,1.62,353,Saturday,12,2015,2015/2016
Man United,Norwich,M Oliver,1.45,4.5,7.75,1.89,1.9,353,Saturday,12,2015,2015/2016
Newcastle,Aston Villa,M Atkinson,2.05,3.3,3.6,1.79,2.01,353,Saturday,12,2015,2015/2016
Southampton,Tottenham,K Friend,2.6,3.3,2.6,1.8,2.0,353,Saturday,12,2015,2015/2016
Stoke,Crystal Palace,R Madley,2.5,3.2,2.8,1.63,2.24,353,Saturday,12,2015,2015/2016
West Brom,Bournemouth,M Dean,2.5,3.25,2.75,1.69,2.15,353,Saturday,12,2015,2015/2016
Swansea,West Ham,L Mason,2.1,3.25,3.5,1.7,2.13,354,Sunday,12,2015,2015/2016
Watford,Liverpool,M Clattenburg,4.0,3.3,2.0,1.74,2.08,354,Sunday,12,2015,2015/2016
Arsenal,Man City,A Marriner,2.45,3.4,3.0,2.15,1.69,355,Monday,12,2015,2015/2016
Aston Villa,West Ham,M Dean,2.65,3.25,2.75,1.62,2.28,360,Saturday,12,2015,2015/2016
Bournemouth,Crystal Palace,M Oliver,2.45,3.4,2.9,1.84,1.95,360,Saturday,12,2015,2015/2016
Chelsea,Watford,A Marriner,1.45,4.6,7.0,2.04,1.76,360,Saturday,12,2015,2015/2016
Liverpool,Leicester,M Atkinson,1.95,3.7,3.75,2.21,1.65,360,Saturday,12,2015,2015/2016
Man City,Sunderland,A Taylor,1.22,6.25,14.5,2.86,1.4,360,Saturday,12,2015,2015/2016
Newcastle,Everton,L Mason,3.1,3.5,2.25,2.07,1.74,360,Saturday,12,2015,2015/2016
Southampton,Arsenal,J Moss,3.5,3.5,2.1,1.86,1.93,360,Saturday,12,2015,2015/2016
Stoke,Man United,K Friend,3.1,3.25,2.4,1.57,2.37,360,Saturday,12,2015,2015/2016
Swansea,West Brom,R East,1.91,3.4,4.4,1.54,2.42,360,Saturday,12,2015,2015/2016
Tottenham,Norwich,M Jones,1.42,4.4,7.0,2.15,1.68,360,Saturday,12,2015,2015/2016
Arsenal,Bournemouth,R East,1.44,4.5,8.0,2.26,1.63,362,Monday,12,2015,2015/2016
Crystal Palace,Swansea,N Swarbrick,2.05,3.3,4.0,1.64,2.23,362,Monday,12,2015,2015/2016
Everton,Stoke,M Clattenburg,1.95,3.3,3.9,1.79,2.01,362,Monday,12,2015,2015/2016
Man United,Chelsea,M Atkinson,2.6,3.25,2.9,1.66,2.19,362,Monday,12,2015,2015/2016
Norwich,Aston Villa,G Scott,2.0,3.3,3.7,1.72,2.1,362,Monday,12,2015,2015/2016
Watford,Tottenham,A Taylor,3.5,3.3,2.15,1.77,2.03,362,Monday,12,2015,2015/2016
West Brom,Newcastle,M Jones,2.2,3.25,3.2,1.66,2.2,362,Monday,12,2015,2015/2016
West Ham,Southampton,M Oliver,3.25,3.3,2.2,1.67,2.18,362,Monday,12,2015,2015/2016
Leicester,Man City,C Pawson,4.0,4.0,1.85,2.38,1.55,363,Tuesday,12,2015,2015/2016
Sunderland,Liverpool,K Friend,5.0,3.75,1.72,1.81,1.99,364,Wednesday,12,2015,2015/2016
Arsenal,Newcastle,A Taylor,1.28,5.5,11.0,2.56,1.49,32,Monday,1,2016,2015/2016
Leicester,Bournemouth,A Marriner,1.95,3.4,3.8,2.03,1.77,32,Monday,1,2016,2015/2016
Man United,Swansea,J Moss,1.55,3.8,7.0,1.66,2.2,32,Monday,1,2016,2015/2016
Norwich,Southampton,M Clattenburg,2.9,3.25,2.4,1.83,1.96,32,Monday,1,2016,2015/2016
Sunderland,Aston Villa,C Pawson,2.5,3.1,2.9,1.61,2.29,32,Monday,1,2016,2015/2016
Watford,Man City,M Atkinson,4.75,3.75,1.75,2.14,1.69,32,Monday,1,2016,2015/2016
West Brom,Stoke,L Mason,2.8,3.1,2.7,1.53,2.45,32,Monday,1,2016,2015/2016
West Ham,Liverpool,R Madley,3.8,3.4,2.05,1.75,2.06,32,Monday,1,2016,2015/2016
Crystal Palace,Chelsea,K Friend,3.8,3.2,2.1,1.66,2.21,61,Tuesday,1,2016,2015/2016
Everton,Tottenham,M Oliver,2.7,3.4,2.6,2.08,1.73,61,Tuesday,1,2016,2015/2016
Aston Villa,Crystal Palace,M Clattenburg,3.0,3.2,2.45,1.59,2.33,336,Thursday,1,2016,2015/2016
Bournemouth,West Ham,M Atkinson,2.0,3.4,3.9,1.79,2.02,336,Thursday,1,2016,2015/2016
Newcastle,Man United,M Dean,5.0,3.6,1.75,1.72,2.12,336,Thursday,1,2016,2015/2016
Chelsea,West Brom,A Taylor,1.44,4.4,8.5,1.81,1.99,13,Wednesday,1,2016,2015/2016
Liverpool,Arsenal,M Jones,2.9,3.25,2.6,1.93,1.87,13,Wednesday,1,2016,2015/2016
Man City,Everton,R East,1.53,4.75,5.75,2.59,1.48,13,Wednesday,1,2016,2015/2016
Southampton,Watford,C Pawson,2.0,3.4,4.1,1.74,2.07,13,Wednesday,1,2016,2015/2016
Stoke,Norwich,N Swarbrick,2.05,3.4,3.8,1.67,2.18,13,Wednesday,1,2016,2015/2016
Swansea,Sunderland,G Scott,1.78,3.7,4.6,1.7,2.14,13,Wednesday,1,2016,2015/2016
Tottenham,Leicester,L Mason,1.75,3.8,4.6,1.99,1.82,13,Wednesday,1,2016,2015/2016
Aston Villa,Leicester,R East,3.5,3.3,2.15,1.66,2.2,16,Saturday,1,2016,2015/2016
Bournemouth,Norwich,R Madley,1.9,3.5,4.25,1.75,2.07,16,Saturday,1,2016,2015/2016
Chelsea,Everton,M Jones,1.83,3.8,4.4,2.03,1.78,16,Saturday,1,2016,2015/2016
Man City,Crystal Palace,J Moss,1.4,5.0,8.25,2.28,1.61,16,Saturday,1,2016,2015/2016
Newcastle,West Ham,N Swarbrick,2.55,3.2,2.9,1.85,1.95,16,Saturday,1,2016,2015/2016
Southampton,West Brom,M Atkinson,1.72,3.5,5.5,1.63,2.27,16,Saturday,1,2016,2015/2016
Tottenham,Sunderland,M Dean,1.36,5.0,8.5,2.2,1.66,16,Saturday,1,2016,2015/2016
Liverpool,Man United,M Clattenburg,2.3,3.1,3.5,1.63,2.24,17,Sunday,1,2016,2015/2016
Stoke,Arsenal,C Pawson,4.0,3.6,1.95,1.81,2.0,17,Sunday,1,2016,2015/2016
Swansea,Watford,M Oliver,2.4,3.25,3.1,1.57,2.39,18,Monday,1,2016,2015/2016
Crystal Palace,Tottenham,M Atkinson,3.4,3.2,2.15,1.69,2.17,23,Saturday,1,2016,2015/2016
Leicester,Stoke,M Dean,2.1,3.25,3.5,1.68,2.16,23,Saturday,1,2016,2015/2016
Man United,Southampton,M Jones,1.9,3.4,4.4,1.58,2.36,23,Saturday,1,2016,2015/2016
Norwich,Liverpool,L Mason,4.0,3.5,1.95,1.71,2.12,23,Saturday,1,2016,2015/2016
Sunderland,Bournemouth,R East,2.8,3.2,2.5,1.71,2.12,23,Saturday,1,2016,2015/2016
Watford,Newcastle,A Marriner,2.1,3.4,3.3,1.74,2.07,23,Saturday,1,2016,2015/2016
West Brom,Aston Villa,R Madley,2.1,3.2,3.5,1.5,2.53,23,Saturday,1,2016,2015/2016
West Ham,Man City,C Pawson,4.6,4.0,1.72,2.12,1.71,23,Saturday,1,2016,2015/2016
Arsenal,Chelsea,M Clattenburg,2.05,3.3,4.0,1.87,1.94,24,Sunday,1,2016,2015/2016
Everton,Swansea,A Taylor,1.72,3.6,4.75,1.86,1.95,24,Sunday,1,2016,2015/2016
Arsenal,Southampton,L Mason,1.8,3.5,4.75,1.74,2.07,33,Tuesday,2,2016,2015/2016
Crystal Palace,Bournemouth,M Jones,2.4,3.2,2.9,1.63,2.24,33,Tuesday,2,2016,2015/2016
Leicester,Liverpool,A Marriner,2.6,3.2,2.8,1.76,2.06,33,Tuesday,2,2016,2015/2016
Man United,Stoke,R East,1.67,3.7,5.5,1.63,2.25,33,Tuesday,2,2016,2015/2016
Norwich,Tottenham,K Friend,4.25,3.4,1.85,1.91,1.89,33,Tuesday,2,2016,2015/2016
Sunderland,Man City,S Attwell,6.75,4.5,1.48,2.21,1.66,33,Tuesday,2,2016,2015/2016
West Brom,Swansea,N Swarbrick,2.5,3.1,2.9,1.45,2.71,33,Tuesday,2,2016,2015/2016
West Ham,Aston Villa,J Moss,1.85,3.5,4.1,1.68,2.16,33,Tuesday,2,2016,2015/2016
Everton,Newcastle,C Pawson,1.67,3.5,5.25,2.26,1.63,62,Wednesday,2,2016,2015/2016
Watford,Chelsea,M Dean,4.1,3.4,1.95,1.65,2.23,62,Wednesday,2,2016,2015/2016
Aston Villa,Norwich,M Atkinson,2.4,3.2,2.9,1.62,2.27,154,Thursday,2,2016,2015/2016
Liverpool,Sunderland,R Madley,1.44,4.33,8.0,2.04,1.76,154,Thursday,2,2016,2015/2016
Man City,Leicester,A Taylor,1.62,4.0,5.5,2.12,1.7,154,Thursday,2,2016,2015/2016
Newcastle,West Brom,L Mason,2.15,3.2,3.4,1.63,2.25,154,Thursday,2,2016,2015/2016
Southampton,West Ham,M Clattenburg,1.72,3.5,5.0,1.71,2.12,154,Thursday,2,2016,2015/2016
Stoke,Everton,A Marriner,2.6,3.3,2.75,1.81,1.98,154,Thursday,2,2016,2015/2016
Swansea,Crystal Palace,M Dean,2.25,3.2,3.2,1.57,2.36,154,Thursday,2,2016,2015/2016
Tottenham,Watford,R East,1.5,4.0,6.5,1.91,1.87,154,Thursday,2,2016,2015/2016
Bournemouth,Arsenal,K Friend,3.7,3.4,2.05,1.77,2.02,184,Saturday,2,2016,2015/2016
Chelsea,Man United,M Oliver,2.1,3.2,3.9,1.58,2.34,184,Saturday,2,2016,2015/2016
Bournemouth,Stoke,G Scott,2.05,3.3,3.6,1.7,2.14,44,Saturday,2,2016,2015/2016
Chelsea,Newcastle,R Madley,1.45,4.5,7.0,2.22,1.65,44,Saturday,2,2016,2015/2016
Crystal Palace,Watford,R East,2.25,3.2,3.2,1.59,2.34,44,Saturday,2,2016,2015/2016
Everton,West Brom,M Oliver,1.53,3.9,6.25,1.88,1.92,44,Saturday,2,2016,2015/2016
Norwich,West Ham,M Jones,2.4,3.3,3.0,1.8,1.99,44,Saturday,2,2016,2015/2016
Sunderland,Man United,A Marriner,4.75,3.5,1.8,1.69,2.15,44,Saturday,2,2016,2015/2016
Swansea,Southampton,J Moss,2.9,3.2,2.4,1.55,2.4,44,Saturday,2,2016,2015/2016
Arsenal,Leicester,M Atkinson,1.75,4.0,4.33,2.05,1.76,45,Sunday,2,2016,2015/2016
Aston Villa,Liverpool,N Swarbrick,4.5,3.5,1.85,1.65,2.23,45,Sunday,2,2016,2015/2016
Man City,Tottenham,M Clattenburg,2.1,3.5,3.6,2.11,1.72,45,Sunday,2,2016,2015/2016
Leicester,Norwich,N Swarbrick,1.5,4.2,6.0,2.08,1.74,58,Saturday,2,2016,2015/2016
Southampton,Chelsea,M Atkinson,2.9,3.2,2.55,1.68,2.16,58,Saturday,2,2016,2015/2016
Stoke,Aston Villa,K Friend,1.65,3.6,5.5,1.62,2.27,58,Saturday,2,2016,2015/2016
Watford,Bournemouth,A Taylor,2.35,3.1,3.1,1.69,2.16,58,Saturday,2,2016,2015/2016
West Brom,Crystal Palace,J Moss,2.6,3.1,2.9,1.54,2.45,58,Saturday,2,2016,2015/2016
West Ham,Sunderland,M Dean,1.83,3.4,4.33,1.86,1.93,58,Saturday,2,2016,2015/2016
Tottenham,Swansea,M Jones,1.45,3.9,8.0,1.83,1.96,59,Sunday,2,2016,2015/2016
Man United,Arsenal,C Pawson,2.95,3.2,2.5,1.62,2.27,59,Sunday,2,2016,2015/2016
Aston Villa,Everton,R East,4.33,3.6,1.85,1.81,2.0,3,Sunday,3,2016,2015/2016
Bournemouth,Southampton,M Dean,2.75,3.3,2.6,1.62,2.29,3,Sunday,3,2016,2015/2016
Leicester,West Brom,M Clattenburg,1.7,3.75,5.25,1.71,2.13,3,Sunday,3,2016,2015/2016
Norwich,Chelsea,L Mason,5.25,3.8,1.67,1.97,1.83,3,Sunday,3,2016,2015/2016
Sunderland,Crystal Palace,A Taylor,2.45,3.2,3.0,1.68,2.18,3,Sunday,3,2016,2015/2016
Arsenal,Swansea,R Madley,1.36,4.6,8.25,2.04,1.76,34,Wednesday,3,2016,2015/2016
Liverpool,Man City,M Atkinson,2.55,3.2,2.75,1.87,1.93,34,Wednesday,3,2016,2015/2016
Man United,Watford,M Jones,1.65,3.5,5.5,1.71,2.12,34,Wednesday,3,2016,2015/2016
Stoke,Newcastle,N Swarbrick,1.83,3.4,4.33,1.76,2.05,34,Wednesday,3,2016,2015/2016
West Ham,Tottenham,A Marriner,3.7,3.3,2.0,1.82,1.97,34,Wednesday,3,2016,2015/2016
Chelsea,Stoke,M Clattenburg,1.5,3.9,6.75,1.98,1.82,124,Tuesday,3,2016,2015/2016
Everton,West Ham,A Taylor,1.7,3.6,5.0,2.1,1.72,124,Tuesday,3,2016,2015/2016
Man City,Aston Villa,L Mason,1.19,6.5,13.0,2.46,1.53,124,Tuesday,3,2016,2015/2016
Newcastle,Bournemouth,P Tierney,2.5,3.4,2.65,1.87,1.93,124,Tuesday,3,2016,2015/2016
Southampton,Sunderland,N Swarbrick,1.5,3.9,6.75,1.83,1.97,124,Tuesday,3,2016,2015/2016
Swansea,Norwich,C Pawson,1.91,3.3,4.1,1.72,2.11,124,Tuesday,3,2016,2015/2016
Tottenham,Arsenal,M Oliver,2.35,3.4,2.85,2.0,1.8,124,Tuesday,3,2016,2015/2016
Watford,Leicester,J Moss,2.7,3.4,2.45,1.71,2.11,124,Tuesday,3,2016,2015/2016
Crystal Palace,Liverpool,A Marriner,3.5,3.2,2.1,1.74,2.07,155,Friday,3,2016,2015/2016
West Brom,Man United,M Dean,4.2,3.25,1.91,1.61,2.29,155,Friday,3,2016,2015/2016
Bournemouth,Swansea,R East,1.91,3.3,4.1,1.63,2.25,338,Saturday,3,2016,2015/2016
Norwich,Man City,J Moss,6.0,3.75,1.57,2.01,1.79,338,Saturday,3,2016,2015/2016
Stoke,Southampton,L Mason,2.7,3.2,2.6,1.57,2.37,338,Saturday,3,2016,2015/2016
Aston Villa,Tottenham,A Taylor,7.0,4.2,1.45,1.89,1.9,73,Sunday,3,2016,2015/2016
Leicester,Newcastle,C Pawson,1.53,4.0,6.0,2.07,1.74,74,Monday,3,2016,2015/2016
Chelsea,West Ham,R Madley,1.7,3.8,4.6,1.97,1.83,79,Saturday,3,2016,2015/2016
Crystal Palace,Leicester,M Jones,2.95,3.2,2.4,1.7,2.14,79,Saturday,3,2016,2015/2016
Everton,Arsenal,M Clattenburg,2.6,3.4,2.55,2.14,1.7,79,Saturday,3,2016,2015/2016
Swansea,Aston Villa,M Dean,1.6,3.75,5.75,1.69,2.15,79,Saturday,3,2016,2015/2016
Watford,Stoke,C Pawson,2.4,3.1,3.0,1.58,2.37,79,Saturday,3,2016,2015/2016
West Brom,Norwich,A Taylor,2.2,3.1,3.4,1.58,2.35,79,Saturday,3,2016,2015/2016
Man City,Man United,M Oliver,1.83,3.6,4.0,1.86,1.93,80,Sunday,3,2016,2015/2016
Newcastle,Sunderland,M Atkinson,2.1,3.2,3.5,1.79,2.01,80,Sunday,3,2016,2015/2016
Southampton,Liverpool,R East,2.4,3.3,2.85,1.65,2.22,80,Sunday,3,2016,2015/2016
Tottenham,Bournemouth,N Swarbrick,1.5,4.33,5.75,2.09,1.73,80,Sunday,3,2016,2015/2016
Arsenal,Watford,A Taylor,1.33,4.75,9.5,2.16,1.69,35,Thursday,4,2016,2015/2016
Aston Villa,Chelsea,N Swarbrick,6.0,3.9,1.55,1.82,1.98,35,Thursday,4,2016,2015/2016
Bournemouth,Man City,R Madley,3.6,3.4,2.0,1.99,1.81,35,Thursday,4,2016,2015/2016
Liverpool,Tottenham,J Moss,2.45,3.3,2.8,1.87,1.93,35,Thursday,4,2016,2015/2016
Norwich,Newcastle,M Dean,2.15,3.2,3.4,1.71,2.13,35,Thursday,4,2016,2015/2016
Stoke,Swansea,M Atkinson,2.1,3.25,3.5,1.61,2.29,35,Thursday,4,2016,2015/2016
Sunderland,West Brom,R East,2.0,3.3,3.7,1.57,2.39,35,Thursday,4,2016,2015/2016
West Ham,Crystal Palace,M Clattenburg,1.91,3.4,3.9,1.84,1.96,35,Thursday,4,2016,2015/2016
Leicester,Southampton,M Oliver,2.15,3.3,3.3,1.64,2.24,64,Friday,4,2016,2015/2016
Man United,Everton,A Marriner,2.0,3.4,3.6,1.76,2.05,64,Friday,4,2016,2015/2016
Aston Villa,Bournemouth,M Atkinson,3.5,3.4,2.05,1.71,2.12,248,Sunday,4,2016,2015/2016
Crystal Palace,Norwich,M Oliver,1.95,3.3,3.9,1.7,2.14,248,Sunday,4,2016,2015/2016
Man City,West Brom,M Jones,1.33,5.0,8.75,2.12,1.71,248,Sunday,4,2016,2015/2016
Southampton,Newcastle,R Madley,1.55,3.9,6.0,1.84,1.95,248,Sunday,4,2016,2015/2016
Swansea,Chelsea,A Marriner,3.75,3.4,1.95,1.72,2.11,248,Sunday,4,2016,2015/2016
Watford,Everton,K Friend,3.4,3.25,2.15,1.74,2.08,248,Sunday,4,2016,2015/2016
West Ham,Arsenal,C Pawson,3.75,3.6,1.9,2.08,1.74,248,Sunday,4,2016,2015/2016
Liverpool,Stoke,M Clattenburg,1.57,3.75,6.0,1.9,1.89,278,Tuesday,4,2016,2015/2016
Sunderland,Leicester,A Taylor,3.3,3.4,2.1,1.72,2.11,278,Tuesday,4,2016,2015/2016
Tottenham,Man United,M Dean,1.91,3.3,4.1,1.72,2.1,278,Tuesday,4,2016,2015/2016
Crystal Palace,Everton,M Jones,2.95,3.2,2.4,1.83,1.97,104,Wednesday,4,2016,2015/2016
Chelsea,Man City,M Dean,2.4,3.4,2.75,1.96,1.84,107,Saturday,4,2016,2015/2016
Everton,Southampton,C Pawson,2.5,3.25,2.75,1.82,1.98,107,Saturday,4,2016,2015/2016
Man United,Aston Villa,K Friend,1.2,6.0,15.0,2.06,1.75,107,Saturday,4,2016,2015/2016
Newcastle,Swansea,L Mason,2.25,3.2,3.2,1.75,2.06,107,Saturday,4,2016,2015/2016
Norwich,Sunderland,A Marriner,2.25,3.25,3.1,1.7,2.13,107,Saturday,4,2016,2015/2016
West Brom,Watford,M Oliver,2.3,3.1,3.2,1.53,2.46,107,Saturday,4,2016,2015/2016
Arsenal,Crystal Palace,R East,1.33,5.0,8.75,2.31,1.6,108,Sunday,4,2016,2015/2016
Bournemouth,Liverpool,M Jones,3.3,3.4,2.1,1.84,1.96,108,Sunday,4,2016,2015/2016
Leicester,West Ham,J Moss,1.95,3.4,3.75,1.89,1.91,108,Sunday,4,2016,2015/2016
Stoke,Tottenham,N Swarbrick,4.1,3.5,1.85,1.83,1.96,109,Monday,4,2016,2015/2016
Newcastle,Man City,K Friend,5.25,4.25,1.55,2.21,1.66,110,Tuesday,4,2016,2015/2016
Liverpool,Everton,R Madley,1.7,3.75,4.75,2.12,1.72,111,Wednesday,4,2016,2015/2016
Man United,Crystal Palace,L Mason,1.53,4.0,6.0,1.83,1.97,111,Wednesday,4,2016,2015/2016
West Ham,Watford,M Dean,1.53,4.0,6.0,2.0,1.81,111,Wednesday,4,2016,2015/2016
Arsenal,West Brom,J Moss,1.22,5.75,13.5,2.28,1.62,112,Thursday,4,2016,2015/2016
Aston Villa,Southampton,N Swarbrick,6.0,4.0,1.53,1.77,2.03,114,Saturday,4,2016,2015/2016
Bournemouth,Chelsea,R East,2.9,3.3,2.35,2.03,1.77,114,Saturday,4,2016,2015/2016
Liverpool,Newcastle,A Marriner,1.57,4.2,5.25,2.3,1.6,114,Saturday,4,2016,2015/2016
Man City,Stoke,R Madley,1.3,5.5,8.5,2.26,1.62,114,Saturday,4,2016,2015/2016
Leicester,Swansea,M Clattenburg,1.7,3.5,5.0,1.68,2.16,115,Sunday,4,2016,2015/2016
Sunderland,Arsenal,M Dean,4.5,3.8,1.72,2.09,1.73,115,Sunday,4,2016,2015/2016
Tottenham,West Brom,M Jones,1.25,5.5,12.0,2.17,1.67,116,Monday,4,2016,2015/2016
Arsenal,Norwich,M Jones,1.25,6.0,12.5,2.52,1.51,121,Saturday,4,2016,2015/2016
Everton,Bournemouth,N Swarbrick,2.0,3.6,3.7,2.27,1.62,121,Saturday,4,2016,2015/2016
Newcastle,Crystal Palace,M Dean,1.95,3.5,4.0,1.8,2.01,121,Saturday,4,2016,2015/2016
Stoke,Sunderland,C Pawson,2.65,3.2,2.75,1.75,2.07,121,Saturday,4,2016,2015/2016
Watford,Aston Villa,A Taylor,1.67,3.8,5.25,1.81,2.0,121,Saturday,4,2016,2015/2016
West Brom,West Ham,L Mason,3.8,3.5,2.0,1.7,2.13,121,Saturday,4,2016,2015/2016
Man United,Leicester,M Oliver,2.1,3.4,3.6,1.68,2.18,5,Tuesday,5,2016,2015/2016
Southampton,Man City,A Marriner,2.7,3.4,2.6,1.93,1.87,5,Tuesday,5,2016,2015/2016
Swansea,Liverpool,R East,3.1,3.4,2.3,1.89,1.91,5,Tuesday,5,2016,2015/2016
Chelsea,Tottenham,M Clattenburg,2.65,3.5,2.6,2.01,1.78,36,Friday,5,2016,2015/2016
Aston Villa,Newcastle,R Madley,5.25,3.9,1.6,1.94,1.86,187,Tuesday,5,2016,2015/2016
Bournemouth,West Brom,M Clattenburg,1.9,3.4,4.0,1.88,1.92,187,Tuesday,5,2016,2015/2016
Crystal Palace,Stoke,K Friend,2.05,3.2,3.7,1.75,2.07,187,Tuesday,5,2016,2015/2016
Leicester,Everton,A Marriner,1.83,3.5,4.25,2.26,1.62,187,Tuesday,5,2016,2015/2016
Norwich,Man United,C Pawson,4.1,3.4,1.87,1.82,1.99,187,Tuesday,5,2016,2015/2016
Sunderland,Chelsea,M Jones,2.95,3.3,2.35,2.01,1.79,187,Tuesday,5,2016,2015/2016
West Ham,Swansea,M Oliver,1.45,4.25,6.75,2.24,1.64,187,Tuesday,5,2016,2015/2016
Liverpool,Watford,L Mason,1.44,4.4,6.75,2.29,1.61,218,Friday,5,2016,2015/2016
Man City,Arsenal,A Taylor,2.55,3.4,2.6,2.14,1.7,218,Friday,5,2016,2015/2016
Tottenham,Southampton,J Moss,1.91,3.6,3.7,2.04,1.77,218,Friday,5,2016,2015/2016
West Ham,Man United,M Dean,2.85,3.5,2.4,1.95,1.86,279,Wednesday,5,2016,2015/2016
Liverpool,Chelsea,M Oliver,1.95,3.5,3.7,2.24,1.64,310,Saturday,5,2016,2015/2016
Norwich,Watford,R East,1.75,3.75,4.33,1.9,1.89,310,Saturday,5,2016,2015/2016
Sunderland,Everton,A Taylor,1.72,3.5,5.0,2.11,1.71,310,Saturday,5,2016,2015/2016
Arsenal,Aston Villa,M Clattenburg,1.16,7.0,16.0,3.08,1.35,136,Sunday,5,2016,2015/2016
Chelsea,Leicester,C Pawson,2.25,3.6,2.9,2.25,1.63,136,Sunday,5,2016,2015/2016
Everton,Norwich,L Mason,1.75,3.8,4.33,2.34,1.58,136,Sunday,5,2016,2015/2016
Newcastle,Tottenham,A Taylor,4.1,3.7,1.8,2.21,1.65,136,Sunday,5,2016,2015/2016
Southampton,Crystal Palace,M Oliver,1.33,4.75,9.25,2.26,1.62,136,Sunday,5,2016,2015/2016
Stoke,West Ham,M Jones,3.3,3.4,2.1,2.27,1.6,136,Sunday,5,2016,2015/2016
Swansea,Man City,M Dean,5.75,4.5,1.48,2.45,1.53,136,Sunday,5,2016,2015/2016
Watford,Sunderland,K Friend,2.05,3.3,3.6,2.1,1.71,136,Sunday,5,2016,2015/2016
West Brom,Liverpool,R Madley,2.35,3.5,2.75,2.09,1.72,136,Sunday,5,2016,2015/2016
Man United,Bournemouth,J Moss,1.67,4.0,5.0,2.2,1.66,138,Tuesday,5,2016,2015/2016
Burnley,Swansea,J Moss,2.45,3.1,2.95,1.61,2.3,226,Saturday,8,2016,2016/2017
Crystal Palace,West Brom,C Pawson,2.0,3.2,3.9,1.52,2.5,226,Saturday,8,2016,2016/2017
Everton,Tottenham,M Atkinson,2.95,3.2,2.4,1.77,2.05,226,Saturday,8,2016,2016/2017
Hull,Leicester,M Dean,4.33,3.4,1.9,1.67,2.19,226,Saturday,8,2016,2016/2017
Man City,Sunderland,R Madley,1.22,6.0,11.5,2.48,1.53,226,Saturday,8,2016,2016/2017
Middlesbrough,Stoke,K Friend,2.25,3.1,3.25,1.53,2.46,226,Saturday,8,2016,2016/2017
Southampton,Watford,R East,1.8,3.4,4.5,1.75,2.06,226,Saturday,8,2016,2016/2017
Arsenal,Liverpool,M Oliver,2.35,3.3,2.9,1.99,1.81,227,Sunday,8,2016,2016/2017
Bournemouth,Man United,A Marriner,4.6,3.5,1.75,1.76,2.05,227,Sunday,8,2016,2016/2017
Chelsea,West Ham,A Taylor,1.6,3.75,5.5,2.01,1.8,228,Monday,8,2016,2016/2017
